familyname,foundryname,defaultlanguages,opensource,thirtydaypings,
Proxima Nova,Mark Simonson Studio,en,f,5502419349,
Proxima Nova,Mark Simonson Studio,en,f,5073427679,
Proxima Nova,Mark Simonson Studio,en,f,3775504178,
Proxima Nova,Mark Simonson Studio,en,f,3290931653,
Proxima Nova,Mark Simonson Studio,en,f,3165635905,
Proxima Nova,Mark Simonson Studio,en,f,3037101149,
Futura PT,ParaType,en,f,2545169910,
Myriad,Adobe,en,f,2472028451,
Futura PT,ParaType,en,f,2386604919,
Myriad,Adobe,en,f,2277824393,
Myriad,Adobe,en,f,1957159332,
Proxima Nova,Mark Simonson Studio,en,f,1799602439,
Proxima Nova,Mark Simonson Studio,en,f,1672335631,
Proxima Nova,Mark Simonson Studio,en,f,1616734053,
Proxima Nova,Mark Simonson Studio,en,f,1616499735,
Proxima Nova,Mark Simonson Studio,en,f,1294003878,
Futura PT,ParaType,en,f,1258935443,
Proxima Nova,Mark Simonson Studio,en,f,1228463473,
Proxima Nova,Mark Simonson Studio,en,f,1094550391,
Proxima Nova,Mark Simonson Studio,en,f,956355080,
Museo Sans,exljbris Font Foundry,en,f,928455279,
Futura PT,ParaType,en,f,920395330,
Futura PT,ParaType,en,f,919967420,
Proxima Nova,Mark Simonson Studio,en,f,919013795,
Museo Sans,exljbris Font Foundry,en,f,882293610,
Brandon Grotesque,HVD Fonts,en,f,857641084,
Proxima Nova,Mark Simonson Studio,en,f,848970702,
Myriad,Adobe,en,f,833816787,
Futura PT,ParaType,en,f,826795489,
Brandon Grotesque,HVD Fonts,en,f,820162624,
Futura PT,ParaType,en,f,716260044,
Museo Sans,exljbris Font Foundry,en,f,710398852,
Brandon Grotesque,HVD Fonts,en,f,690733262,
Myriad,Adobe,en,f,686167112,
Futura PT,ParaType,en,f,659211618,
Myriad,Adobe,en,f,641182748,
Futura PT,ParaType,en,f,624198648,
Museo Sans,exljbris Font Foundry,en,f,586386369,
Futura PT,ParaType,en,f,533971581,
Museo Sans,exljbris Font Foundry,en,f,493522843,
Adobe Caslon,Adobe,en,f,464123198,
Adobe Garamond,Adobe,en,f,446492186,
Museo Sans,exljbris Font Foundry,en,f,445489176,
Adobe Caslon,Adobe,en,f,443104330,
Brandon Grotesque,HVD Fonts,en,f,443029019,
Brandon Grotesque,HVD Fonts,en,f,388405818,
Museo Slab,exljbris Font Foundry,en,f,372986485,
Museo Sans,exljbris Font Foundry,en,f,368620668,
Adobe Garamond,Adobe,en,f,360988805,
Freight Sans,Phil's Fonts,en,f,350305416,
Museo Slab,exljbris Font Foundry,en,f,343060940,
Proxima Nova,Mark Simonson Studio,en,f,337646065,
Freight Sans,Phil's Fonts,en,f,333390835,
FF Tisa,FontFont,en,f,331866825,
Minion,Adobe,en,f,319563876,
Franklin Gothic URW,URW++,en,f,317770003,
FF Tisa,FontFont,en,f,310207680,
DIN Condensed,ParaType,en,f,309321000,
Franklin Gothic URW,URW++,en,f,299759941,
JAF Facit,Just Another Foundry,en,f,296197540,
Adobe Garamond,Adobe,en,f,295811548,
Minion,Adobe,en,f,286940975,
Myriad,Adobe,en,f,285908018,
Proxima Nova,Mark Simonson Studio,en,f,281585853,
Adelle,TypeTogether,en,f,280569349,
Freight Sans,Phil's Fonts,en,f,280291742,
JAF Facit,Just Another Foundry,en,f,279520880,
Myriad,Adobe,en,f,275490744,
FF Tisa,FontFont,en,f,271328776,
Myriad,Adobe,en,f,270999741,
Adobe Garamond,Adobe,en,f,265836861,
Minion,Adobe,en,f,261532674,
Franklin Gothic URW,URW++,en,f,260630486,
Adelle Sans,TypeTogether,en,f,254977351,
Myriad,Adobe,en,f,254310052,
Museo Sans,exljbris Font Foundry,en,f,252806175,
Freight Text,Phil's Fonts,en,f,252314725,
Aktiv Grotesk,Dalton Maag,en,f,245917652,
FF Tisa,FontFont,en,f,241986031,
Sofia,Mostardesign,en,f,239475189,
Brandon Grotesque,HVD Fonts,en,f,238719321,
Proxima Nova,Mark Simonson Studio,en,f,238517310,
Aktiv Grotesk,Dalton Maag,en,f,237506473,
JAF Facit,Just Another Foundry,en,f,236285640,
Museo Slab,exljbris Font Foundry,en,f,231758899,
JAF Facit,Just Another Foundry,en,f,231454652,
Adelle,TypeTogether,en,f,228795948,
Freight Sans,Phil's Fonts,en,f,218419865,
Effra,Dalton Maag,en,f,217537581,
Myriad,Adobe,en,f,213782668,
Franklin Gothic URW,URW++,en,f,204707101,
Freight Sans,Phil's Fonts,en,f,203467711,
Adelle,TypeTogether,en,f,199013502,
Effra,Dalton Maag,en,f,195473538,
Museo,exljbris Font Foundry,en,f,195103275,
Sofia,Mostardesign,en,f,192502544,
Freight Sans,Phil's Fonts,en,f,191071407,
Franklin Gothic URW,URW++,en,f,186646690,
Museo,exljbris Font Foundry,en,f,181898524,
Adobe Garamond,Adobe,en,f,181608672,
Minion,Adobe,en,f,180022441,
Franklin Gothic URW,URW++,en,f,179595501,
Aktiv Grotesk,Dalton Maag,en,f,178525806,
Museo Slab,exljbris Font Foundry,en,f,174633115,
Museo Slab,exljbris Font Foundry,en,f,174203542,
FF Tisa Sans,FontFont,en,f,170920968,
Adobe Garamond,Adobe,en,f,169026690,
Europa,EuropaType,en,f,164775997,
Europa,EuropaType,en,f,163861962,
Adelle Sans,TypeTogether,en,f,163090213,
Museo Slab,exljbris Font Foundry,en,f,159325336,
Adobe Caslon,Adobe,en,f,158902407,
Alternate Gothic,URW++,en,f,158391097,
FF Meta Serif,FontFont,en,f,156798321,
LTC Bodoni 175,Lanston Type,en,f,156771099,
Soleil,TypeTogether,en,f,155479413,
LTC Bodoni 175,Lanston Type,en,f,154996962,
Europa,EuropaType,en,f,154407952,
Sofia,Mostardesign,en,f,153872377,
FF Dagny,FontFont,en,f,152820056,
Freight Sans,Phil's Fonts,en,f,152803766,
Myriad,Adobe,en,f,152557981,
Myriad,Adobe,en,f,152438639,
FF Meta Serif,FontFont,en,f,149575607,
Adelle,TypeTogether,en,f,149483806,
Museo,exljbris Font Foundry,en,f,149396437,
FF Market,FontFont,en,f,149225407,
Effra,Dalton Maag,en,f,148447798,
FF Dagny,FontFont,en,f,148317965,
Museo,exljbris Font Foundry,en,f,147997717,
Nimbus Sans,URW++,en,f,147585380,
Omnes,Darden Studio,en,f,146199132,
Aktiv Grotesk,Dalton Maag,en,f,145042875,
Franklin Gothic URW,URW++,en,f,144107403,
FF Meta,FontFont,en,f,142491478,
Alternate Gothic,URW++,en,f,140872615,
FF Meta Serif,FontFont,en,f,140494698,
Effra,Dalton Maag,en,f,137330029,
Adobe Caslon,Adobe,en,f,137168957,
FF Meta,FontFont,en,f,136490758,
Soleil,TypeTogether,en,f,136128618,
Bree Serif,TypeTogether,en,f,135737482,
Museo Sans,exljbris Font Foundry,en,f,134511759,
Adelle Sans,TypeTogether,en,f,134257903,
FF Dagny,FontFont,en,f,133293333,
Museo Sans,exljbris Font Foundry,en,f,131338722,
Aktiv Grotesk,Dalton Maag,en,f,128656797,
FF Dagny,FontFont,en,f,128584995,
Adelle,TypeTogether,en,f,127182498,
Freight Sans,Phil's Fonts,en,f,125809008,
News Gothic,Adobe,en,f,125569129,
News Gothic,Adobe,en,f,125079718,
Museo,exljbris Font Foundry,en,f,123338129,
Myriad,Adobe,en,f,121085823,
Myriad,Adobe,en,f,120104890,
Freight Sans,Phil's Fonts,en,f,119084584,
Proxima Nova,Mark Simonson Studio,en,f,116078801,
Effra,Dalton Maag,en,f,115718286,
JAF Facit,Just Another Foundry,en,f,114634044,
Nimbus Sans,URW++,en,f,114014718,
FF Meta Serif,FontFont,en,f,113963664,
Proxima Nova,Mark Simonson Studio,en,f,113061253,
Proxima Nova,Mark Simonson Studio,en,f,112988688,
Adelle,TypeTogether,en,f,112684809,
Freight Sans,Phil's Fonts,en,f,111833745,
Museo,exljbris Font Foundry,en,f,110888508,
Chaparral,Adobe,en,f,108816789,
Aktiv Grotesk,Dalton Maag,en,f,108706872,
Museo Slab,exljbris Font Foundry,en,f,108220421,
FF Meta,FontFont,en,f,108013101,
Proxima Nova,Mark Simonson Studio,en,f,107825627,
Omnes,Darden Studio,en,f,107013967,
News Gothic,Adobe,en,f,106599090,
News Gothic,Adobe,en,f,105819180,
Myriad,Adobe,en,f,105272768,
Myriad,Adobe,en,f,103676776,
Futura PT,ParaType,en,f,103313943,
Freight Sans,Phil's Fonts,en,f,103053051,
Futura PT,ParaType,en,f,102938268,
Calluna,exljbris Font Foundry,en,f,102727008,
Utopia,Adobe,en,f,102486590,
Pragmatica,ParaType,en,f,99046206,
Nimbus Sans,URW++,en,f,98161880,
Omnes,Darden Studio,en,f,97017212,
Proxima Nova,Mark Simonson Studio,en,f,96679317,
Proxima Nova,Mark Simonson Studio,en,f,94891569,
Calluna,exljbris Font Foundry,en,f,94728724,
Calluna,exljbris Font Foundry,en,f,94274419,
Kepler,Adobe,en,f,94149460,
Proxima Nova,Mark Simonson Studio,en,f,93635629,
Pragmatica,ParaType,en,f,93063328,
Futura PT,ParaType,en,f,92921100,
Franklin Gothic URW,URW++,en,f,92625949,
Effra,Dalton Maag,en,f,91969393,
MattB,Chank Co,en,f,91909282,
Freight Text,Phil's Fonts,en,f,91307021,
Chaparral,Adobe,en,f,90837439,
FF Meta,FontFont,en,f,89655587,
Sofia,Mostardesign,en,f,89208675,
Freight Sans,Phil's Fonts,en,f,89152056,
Myriad,Adobe,en,f,88556516,
Bree Serif,TypeTogether,en,f,86872571,
Omnes,Darden Studio,en,f,86143816,
Effra,Dalton Maag,en,f,85985371,
Calluna,exljbris Font Foundry,en,f,85362960,
Minion,Adobe,en,f,84982948,
Museo Sans,exljbris Font Foundry,en,f,84975243,
Sofia,Mostardesign,en,f,84682102,
Museo Sans,exljbris Font Foundry,en,f,84617257,
Kepler,Adobe,en,f,83767459,
Proxima Nova,Mark Simonson Studio,en,f,82486420,
Proxima Nova,Mark Simonson Studio,en,f,82353639,
Omnes,Darden Studio,en,f,81426538,
Bree,TypeTogether,en,f,79526579,
Kepler,Adobe,en,f,79445778,
Adobe Caslon,Adobe,en,f,77874828,
FF Dagny,FontFont,en,f,77863186,
Jubilat,Darden Studio,en,f,77053127,
Proxima Nova,Mark Simonson Studio,en,f,74603528,
FF Dagny,FontFont,en,f,74035217,
Adelle,TypeTogether,en,f,73870950,
Omnes,Darden Studio,en,f,72832713,
Myriad,Adobe,en,f,72351078,
Museo Slab,exljbris Font Foundry,en,f,72000578,
Myriad,Adobe,en,f,71721406,
Pragmatica,ParaType,en,f,71245405,
Freight,Phil's Fonts,en,f,71073586,
FF Good,FontFont,en,f,70290089,
Soleil,TypeTogether,en,f,69820733,
Jubilat,Darden Studio,en,f,69817917,
Proxima Nova,Mark Simonson Studio,en,f,69480684,
Minion,Adobe,en,f,69120155,
FF Good,FontFont,en,f,68212614,
Myriad,Adobe,en,f,68012640,
Arno,Adobe,en,f,67887126,
Freight,Phil's Fonts,en,f,67631022,
Minion,Adobe,en,f,67201513,
Proxima Nova,Mark Simonson Studio,en,f,67171659,
Arno,Adobe,en,f,65626550,
Arno,Adobe,en,f,65013657,
Ambroise,Typofonderie,en,f,64458129,
Museo Sans,exljbris Font Foundry,en,f,64331536,
Franklin Gothic URW,URW++,en,f,64126927,
Museo,exljbris Font Foundry,en,f,64029532,
Bree,TypeTogether,en,f,63420088,
JAF Facit,Just Another Foundry,en,f,63343163,
Gesta,Rui Abreu,en,f,62828393,
Arno,Adobe,en,f,62117913,
Arno,Adobe,en,f,61800294,
Proxima Nova,Mark Simonson Studio,en,f,61634546,
Chaparral,Adobe,en,f,60986119,
Gesta,Rui Abreu,en,f,60771646,
Arno,Adobe,en,f,60718507,
JAF Bernini,Just Another Foundry,en,f,60267451,
Abril,TypeTogether,en,f,59544634,
Acta,DSType,en,f,57615869,
Calluna,exljbris Font Foundry,en,f,57399630,
Minion,Adobe,en,f,57058022,
Calluna,exljbris Font Foundry,en,f,56440469,
Myriad,Adobe,en,f,56290615,
Bree,TypeTogether,en,f,56121104,
Proxima Nova,Mark Simonson Studio,en,f,55875533,
Trajan,Adobe,en,f,55093655,
FF Dax,FontFont,en,f,55066096,
Bree,TypeTogether,en,f,55012490,
Calluna,exljbris Font Foundry,en,f,53515655,
Proxima Nova,Mark Simonson Studio,en,f,53485203,
FF Dax,FontFont,en,f,53466974,
Minion,Adobe,en,f,52597523,
Rooney,Jan Fromm,en,f,52215734,
Proxima Nova,Mark Simonson Studio,en,f,51812792,
Automate,T-26,en,f,51345272,
Cubano,Chandler Van De Water,en,f,51236676,
Garamond Premier,Adobe,en,f,50925515,
Effra,Dalton Maag,en,f,50900471,
Cooper Black,Adobe,en,f,50634260,
Museo Sans,exljbris Font Foundry,en,f,50446081,
Gesta,Rui Abreu,en,f,50369702,
Rooney,Jan Fromm,en,f,49944212,
Museo Sans,exljbris Font Foundry,en,f,49724221,
Gesta,Rui Abreu,en,f,49466469,
Rooney,Jan Fromm,en,f,49329344,
Quatro Slab,ps Type,en,f,49312286,
FF Good,FontFont,en,f,49198193,
Lexia,Dalton Maag,en,f,49117172,
Utopia,Adobe,en,f,48832541,
Refrigerator Deluxe,Mark Simonson Studio,en,f,48739413,
Aktiv Grotesk,Dalton Maag,en,f,48736583,
Rooney,Jan Fromm,en,f,47466450,
Abril,TypeTogether,en,f,47378946,
Lexia,Dalton Maag,en,f,47032478,
Adelle,TypeTogether,en,f,46786224,
Myriad,Adobe,en,f,46443285,
Refrigerator Deluxe,Mark Simonson Studio,en,f,46362190,
Utopia,Adobe,en,f,46227505,
Freight Text,Phil's Fonts,en,f,45896171,
Bello,Underware,en,f,44796327,
Baker Signet,ParaType,en,f,44724415,
Quatro Slab,ps Type,en,f,43998758,
Garamond Premier,Adobe,en,f,43504636,
P22 Underground,P22,en,f,43415332,
Pragmatica,ParaType,en,f,43335003,
Aktiv Grotesk,Dalton Maag,en,f,43077424,
Acta,DSType,en,f,42702684,
Freight Text,Phil's Fonts,en,f,42511274,
Aktiv Grotesk,Dalton Maag,en,f,42284115,
Myriad,Adobe,en,f,42220379,
Reklame Script,HVD Fonts,en,f,42171106,
Garamond Premier,Adobe,en,f,42140781,
P22 Underground,P22,en,f,41996446,
Freight Text,Phil's Fonts,en,f,41640419,
P22 Underground,P22,en,f,41488901,
Chaparral,Adobe,en,f,41469844,
Omnes,Darden Studio,en,f,41247318,
P22 Underground,P22,en,f,40786242,
Omnes,Darden Studio,en,f,40541958,
Omnes,Darden Studio,en,f,40403140,
Clarendon URW,URW++,en,f,40280454,
Effra,Dalton Maag,en,f,39734192,
Adelle Sans,TypeTogether,en,f,39480330,
Calluna,exljbris Font Foundry,en,f,39200311,
Lexia,Dalton Maag,en,f,39093434,
Pragmatica,ParaType,en,f,39031180,
Museo Sans,exljbris Font Foundry,en,f,39004316,
Freight,Phil's Fonts,en,f,38835223,
Nimbus Sans,URW++,en,f,38506034,
P22 Underground,P22,en,f,38311270,
Utopia,Adobe,en,f,38055910,
Kulturista,Suitcase Type Foundry,en,f,37906562,
Reklame Script,HVD Fonts,en,f,37758273,
Utopia,Adobe,en,f,37689099,
Museo Sans,exljbris Font Foundry,en,f,37150107,
Aktiv Grotesk,Dalton Maag,en,f,36990608,
Lexia,Dalton Maag,en,f,36853773,
Cooper Black,Adobe,en,f,36596145,
Proxima Nova,Mark Simonson Studio,en,f,36140970,
Freight Text,Phil's Fonts,en,f,35882116,
LFT Etica,TypeTogether,en,f,35587144,
Foco,Dalton Maag,en,f,35565944,
DIN Condensed,ParaType,en,f,35464336,
Omnes,Darden Studio,en,f,35434591,
Garamond Premier,Adobe,en,f,35333637,
Neuzeit Grotesk,URW++,en,f,35241447,
Garamond Premier,Adobe,en,f,35189601,
FF Dax,FontFont,en,f,35107140,
Foco,Dalton Maag,en,f,35000034,
Calluna Sans,exljbris Font Foundry,en,f,34998444,
LFT Etica,TypeTogether,en,f,34987221,
Freight,Phil's Fonts,en,f,34891345,
Adobe Caslon,Adobe,en,f,34695064,
Myriad,Adobe,en,f,34616648,
Proxima Nova,Mark Simonson Studio,en,f,34290287,
Museo Sans,exljbris Font Foundry,en,f,34227814,
Proxima Nova,Mark Simonson Studio,en,f,34119347,
Garamond Premier,Adobe,en,f,33947283,
FF Tisa Sans,FontFont,en,f,33611952,
Industry,Fort Foundry,en,f,33498051,
Clarendon URW,URW++,en,f,33314414,
Abril,TypeTogether,en,f,33269918,
Futura PT,ParaType,en,f,33121649,
Adelle Sans,TypeTogether,en,f,32907785,
FF Good,FontFont,en,f,32870549,
Kulturista,Suitcase Type Foundry,en,f,32867271,
Industry,Fort Foundry,en,f,32732146,
Adelle,TypeTogether,en,f,32725472,
Proxima Nova,Mark Simonson Studio,en,f,32557487,
Futura PT,ParaType,en,f,32393435,
Museo Sans,exljbris Font Foundry,en,f,32307298,
FF Dax,FontFont,en,f,32281979,
Refrigerator Deluxe,Mark Simonson Studio,en,f,31925279,
Garamond Premier,Adobe,en,f,31849974,
LFT Etica,TypeTogether,en,f,31841541,
Proxima Nova,Mark Simonson Studio,en,f,31691444,
Tablet Gothic,TypeTogether,en,f,31679187,
Foco,Dalton Maag,en,f,31490149,
Refrigerator Deluxe,Mark Simonson Studio,en,f,31441787,
JAF Bernini,Just Another Foundry,en,f,31407024,
Museo Slab,exljbris Font Foundry,en,f,31347831,
Foco,Dalton Maag,en,f,31182217,
Pragmatica,ParaType,en,f,31042711,
JAF Facit,Just Another Foundry,en,f,30869472,
JAF Bernini,Just Another Foundry,en,f,30851803,
Tablet Gothic,TypeTogether,en,f,30778612,
Chaparral,Adobe,en,f,30333346,
Futura PT,ParaType,en,f,29979201,
Museo Slab,exljbris Font Foundry,en,f,29976316,
Verveine,Dalton Maag,en,f,29823890,
Jubilat,Darden Studio,en,f,29535416,
Proxima Nova,Mark Simonson Studio,en,f,29171478,
InterFace,Dalton Maag,en,f,28754910,
P22 Underground,P22,en,f,28689845,
Felt Tip,Mark Simonson Studio,en,f,28676633,
Kulturista,Suitcase Type Foundry,en,f,28416946,
Freight,Phil's Fonts,en,f,28414880,
InterFace,Dalton Maag,en,f,27997417,
Calluna Sans,exljbris Font Foundry,en,f,27612476,
Garamond Premier,Adobe,en,f,27499129,
Proxima Nova,Mark Simonson Studio,en,f,27450378,
Leitura News,DSType,en,f,27436706,
Museo Sans,exljbris Font Foundry,en,f,27387152,
Omnes,Darden Studio,en,f,27324726,
JAF Bernini,Just Another Foundry,en,f,26978729,
Letter Gothic,Adobe,en,f,26974457,
Aktiv Grotesk,Dalton Maag,en,f,26953702,
Tablet Gothic,TypeTogether,en,f,26897665,
Sofia,Mostardesign,en,f,26816749,
LFT Etica,TypeTogether,en,f,26795389,
InterFace,Dalton Maag,en,f,26726740,
FF Netto,FontFont,en,f,26597548,
Proxima Nova,Mark Simonson Studio,en,f,26481475,
Adelle Sans,TypeTogether,en,f,26457243,
Proxima Nova,Mark Simonson Studio,en,f,26156319,
JAF Bernini,Just Another Foundry,en,f,26130000,
Calluna Sans,exljbris Font Foundry,en,f,26066198,
Gnuolane,Typodermic,en,f,26039057,
Baskerville URW,URW++,en,f,26007586,
Chaparral,Adobe,en,f,25722479,
Proxima Nova,Mark Simonson Studio,en,f,25321952,
Kepler,Adobe,en,f,25160399,
Myriad,Adobe,en,f,25154255,
Pragmatica,ParaType,en,f,25007956,
Bodoni URW,URW++,en,f,24857457,
Atrament,Suitcase Type Foundry,en,f,24816627,
InterFace,Dalton Maag,en,f,24662661,
InterFace,Dalton Maag,en,f,24602730,
Aktiv Grotesk,Dalton Maag,en,f,24592340,
LFT Etica,TypeTogether,en,f,24540786,
JAF Facit,Just Another Foundry,en,f,24484299,
Museo Slab,exljbris Font Foundry,en,f,24230533,
Adelle,TypeTogether,en,f,24037878,
Adelle,TypeTogether,en,f,24018462,
JAF Bernini,Just Another Foundry,en,f,23984914,
Museo,exljbris Font Foundry,en,f,23912080,
Abolition,Fort Foundry,en,f,23624294,
Kulturista,Suitcase Type Foundry,en,f,23387810,
Baskerville URW,URW++,en,f,23278298,
LFT Etica,TypeTogether,en,f,23260787,
LFT Etica,TypeTogether,en,f,23246128,
Industry,Fort Foundry,en,f,22909037,
Abril,TypeTogether,en,f,22885828,
Adelle,TypeTogether,en,f,22687074,
Expo Serif,TypeCulture,en,f,22661335,
Freight,Phil's Fonts,en,f,22555819,
FF Good,FontFont,en,f,22278673,
Heisei Kaku Gothic Std,Adobe,ja,f,22235427,
Atrament,Suitcase Type Foundry,en,f,22208485,
Lithos,Adobe,en,f,22151479,
Soleil,TypeTogether,en,f,22055063,
Adelle Sans,TypeTogether,en,f,22032424,
Hypatia Sans,Adobe,en,f,21830435,
Expo Serif,TypeCulture,en,f,21810529,
Purista,Suitcase Type Foundry,en,f,21657842,
Abril,TypeTogether,en,f,21585441,
Letter Gothic,Adobe,en,f,21516529,
Purista,Suitcase Type Foundry,en,f,21477993,
InterFace,Dalton Maag,en,f,21454704,
Grafolita Script,Rui Abreu,en,f,21220355,
Garamond Premier,Adobe,en,f,20989262,
Proxima Nova,Mark Simonson Studio,en,f,20655436,
JAF Bernini,Just Another Foundry,en,f,20570214,
Freight,Phil's Fonts,en,f,20551384,
Museo,exljbris Font Foundry,en,f,20441217,
Kepler,Adobe,en,f,20250417,
Hypatia Sans,Adobe,en,f,20240608,
Acta,DSType,en,f,20202901,
Proxima Nova,Mark Simonson Studio,en,f,20132295,
Sofia,Mostardesign,en,f,19783471,
Omnes,Darden Studio,en,f,19747686,
Clarendon URW,URW++,en,f,19666224,
Grafolita Script,Rui Abreu,en,f,19653288,
Cronos,Adobe,en,f,19516988,
Bodoni URW,URW++,en,f,19423340,
Purista,Suitcase Type Foundry,en,f,19367847,
Jubilat,Darden Studio,en,f,19227687,
Proxima Nova,Mark Simonson Studio,en,f,19199002,
Bodoni URW,URW++,en,f,19182441,
Pragmatica,ParaType,en,f,19137262,
JAF Bernini,Just Another Foundry,en,f,19014041,
FF Enzo,FontFont,en,f,18986985,
Proxima Nova,Mark Simonson Studio,en,f,18938080,
Nimbus Sans,URW++,en,f,18893670,
JAF Bernini,Just Another Foundry,en,f,18821525,
Adelle Sans,TypeTogether,en,f,18718201,
Hypatia Sans,Adobe,en,f,18673960,
LFT Etica,TypeTogether,en,f,18660773,
Leitura News,DSType,en,f,18562970,
Myriad,Adobe,en,f,18395137,
FF Meta,FontFont,en,f,18171780,
Gnuolane,Typodermic,en,f,18135212,
Garamond Premier,Adobe,en,f,18056907,
Scheme,Typodermic,en,f,17918100,
Tablet Gothic,TypeTogether,en,f,17822167,
Proxima Nova,Mark Simonson Studio,en,f,17588436,
Proxima Nova,Mark Simonson Studio,en,f,17565531,
JAF Bernini,Just Another Foundry,en,f,17563300,
CamingoDos,Jan Fromm,en,f,17517257,
InterFace,Dalton Maag,en,f,17431078,
CamingoDos,Jan Fromm,en,f,17393885,
Proxima Nova,Mark Simonson Studio,en,f,17205457,
InterFace,Dalton Maag,en,f,17203537,
Phoreus Cherokee,TypeCulture,en,f,17120142,
Superclarendon,Typodermic,en,f,16992630,
FF More,FontFont,en,f,16986860,
Pill Gothic,Betatype,en,f,16926794,
Freight,Phil's Fonts,en,f,16908467,
Pill Gothic,Betatype,en,f,16906818,
Calluna Sans,exljbris Font Foundry,en,f,16901779,
Tablet Gothic,TypeTogether,en,f,16733479,
LFT Etica,TypeTogether,en,f,16687555,
Effra,Dalton Maag,en,f,16661741,
Eurostile,URW++,en,f,16616022,
Abril,TypeTogether,en,f,16591449,
FF Enzo,FontFont,en,f,16529244,
CamingoDos,Jan Fromm,en,f,16516497,
Quatro,ps Type,en,f,16450281,
Proxima Nova,Mark Simonson Studio,en,f,16430485,
Kulturista,Suitcase Type Foundry,en,f,16375592,
Bodoni URW,URW++,en,f,16350480,
Atrament,Suitcase Type Foundry,en,f,16346857,
Cronos,Adobe,en,f,16060058,
Aktiv Grotesk,Dalton Maag,en,f,16043228,
Trajan,Adobe,en,f,16012963,
Atrament,Suitcase Type Foundry,en,f,15994088,
Serifa,URW++,en,f,15985231,
FF Enzo,FontFont,en,f,15876012,
Museo,exljbris Font Foundry,en,f,15838765,
Gesta,Rui Abreu,en,f,15813460,
Calluna Sans,exljbris Font Foundry,en,f,15782761,
Felt Tip,Mark Simonson Studio,en,f,15774713,
Utopia,Adobe,en,f,15763150,
Futura PT,ParaType,en,f,15717539,
Calluna Sans,exljbris Font Foundry,en,f,15704552,
Calluna Sans,exljbris Font Foundry,en,f,15671598,
Museo Sans,exljbris Font Foundry,en,f,15598534,
Proxima Nova,Mark Simonson Studio,en,f,15573696,
Clavo,Dada Studio,en,f,15500402,
Myriad,Adobe,en,f,15457639,
Neuzeit Grotesk,URW++,en,f,15437712,
Caflisch Script,Adobe,en,f,15376730,
Cronos,Adobe,en,f,15332478,
Hypatia Sans,Adobe,en,f,15305076,
Bree Serif,TypeTogether,en,f,15297206,
Hypatia Sans,Adobe,en,f,15285129,
FF Meta,FontFont,en,f,15240261,
Adelle,TypeTogether,en,f,15145683,
Chaparral,Adobe,en,f,15062034,
Gesta,Rui Abreu,en,f,15059972,
Superclarendon,Typodermic,en,f,15055603,
Vinyl,T-26,en,f,15052674,
Clavo,Dada Studio,en,f,15011619,
Prenton,BluHead Studio,en,f,14968148,
Abril,TypeTogether,en,f,14937178,
Museo Sans,exljbris Font Foundry,en,f,14907260,
Adelle,TypeTogether,en,f,14817025,
Adelle,TypeTogether,en,f,14807288,
Clarendon URW,URW++,en,f,14627799,
Garamond Premier,Adobe,en,f,14575207,
Garamond Premier,Adobe,en,f,14427931,
Bistro Script,Suitcase Type Foundry,en,f,14371846,
Superclarendon,Typodermic,en,f,14368608,
GoodDog New,Fonthead,en,f,14357376,
Lexia,Dalton Maag,en,f,14201034,
Omnes,Darden Studio,en,f,14194806,
FF Basic Gothic,FontFont,en,f,14153106,
Vinyl,T-26,en,f,14137469,
FatFrank,Regular Bold Italic,en,f,14103281,
Aktiv Grotesk,Dalton Maag,en,f,14007823,
FF Cocon,FontFont,en,f,13952567,
Atrament,Suitcase Type Foundry,en,f,13921340,
Bodoni URW,URW++,en,f,13917777,
FF Good,FontFont,en,f,13849927,
Proxima Nova,Mark Simonson Studio,en,f,13759775,
Nudista,Suitcase Type Foundry,en,f,13683575,
Purista,Suitcase Type Foundry,en,f,13682675,
Proxima Nova,Mark Simonson Studio,en,f,13676804,
Hypatia Sans,Adobe,en,f,13645170,
Bodoni URW,URW++,en,f,13626100,
Adelle,TypeTogether,en,f,13497087,
Futura PT,ParaType,en,f,13462959,
Atrament,Suitcase Type Foundry,en,f,13461776,
Garamond Premier,Adobe,en,f,13419638,
Bree,TypeTogether,en,f,13388336,
Serifa,URW++,en,f,13351643,
Bree Serif,TypeTogether,en,f,13316522,
Adobe Text,Adobe,en,f,13303073,
Proxima Nova,Mark Simonson Studio,en,f,13263356,
Purista,Suitcase Type Foundry,en,f,13204462,
Proxima Nova,Mark Simonson Studio,en,f,13141277,
Baskerville URW,URW++,en,f,13092959,
Pill Gothic,Betatype,en,f,13077468,
Nimbus Sans,URW++,en,f,12968036,
Museo Sans,exljbris Font Foundry,en,f,12823324,
Chaparral,Adobe,en,f,12820846,
Proxima Nova,Mark Simonson Studio,en,f,12763362,
Prenton,BluHead Studio,en,f,12737671,
Garamond Premier,Adobe,en,f,12711038,
Kulturista,Suitcase Type Foundry,en,f,12622568,
Omnes,Darden Studio,en,f,12452608,
InterFace,Dalton Maag,en,f,12396115,
Baskerville URW,URW++,en,f,12388239,
Baskerville URW,URW++,en,f,12363614,
Bodoni URW,URW++,en,f,12320985,
Jubilat,Darden Studio,en,f,12247304,
FF Basic Gothic,FontFont,en,f,12239746,
Nudista,Suitcase Type Foundry,en,f,12134813,
CamingoDos,Jan Fromm,en,f,12124066,
